accuracy,loss,val_accuracy,val_loss
0.23468631505966187,1.9872466325759888,0.2591356039047241,1.9030373096466064
0.2816699147224426,1.8633559942245483,0.30012986063957214,1.8221206665039062
0.3099805414676666,1.8071179389953613,0.316824346780777,1.7851457595825195
0.33597442507743835,1.7519629001617432,0.3361157476902008,1.7318527698516846
0.34792882204055786,1.7153295278549194,0.3468744158744812,1.7153420448303223
0.36215364933013916,1.681333303451538,0.33259135484695435,1.7122570276260376
0.370864599943161,1.6602288484573364,0.33964014053344727,1.6951086521148682
0.3842090666294098,1.6274667978286743,0.3498423397541046,1.686187744140625
0.38958391547203064,1.6158653497695923,0.35447970032691956,1.698951005935669
0.40274301171302795,1.5909667015075684,0.34594693779945374,1.713383674621582
0.40501344203948975,1.5768216848373413,0.3578185737133026,1.6634156703948975
0.41001760959625244,1.5579267740249634,0.35967352986335754,1.6704431772232056
0.42285236716270447,1.5415334701538086,0.33240586519241333,1.7163889408111572
0.42225003242492676,1.526963710784912,0.3620849549770355,1.6550877094268799
0.42831990122795105,1.5139856338500977,0.35689112544059753,1.6841930150985718
0.4321656823158264,1.497693419456482,0.37043219804763794,1.6475549936294556
0.432304710149765,1.4997787475585938,0.37173065543174744,1.658815622329712
0.442961722612381,1.4776184558868408,0.36097198724746704,1.6677340269088745
0.44815123081207275,1.464516282081604,0.3891671299934387,1.6559598445892334
0.4544064402580261,1.4517972469329834,0.37173065543174744,1.6633884906768799
0.4525067210197449,1.446529746055603,0.37989240884780884,1.6282849311828613
0.46390509605407715,1.4289546012878418,0.3808198869228363,1.6621800661087036
0.46103233098983765,1.4289500713348389,0.3804489076137543,1.6866174936294556
0.46177369356155396,1.4180079698562622,0.3724726438522339,1.6891379356384277
0.47238439321517944,1.3994566202163696,0.37228715419769287,1.6861660480499268
0.47451579570770264,1.3946702480316162,0.3808198869228363,1.6590659618377686
0.4789639413356781,1.3801745176315308,0.38248932361602783,1.6641067266464233
0.4835047721862793,1.3761334419250488,0.3865702152252197,1.6569026708602905
0.48206838965415955,1.3704053163528442,0.3791504502296448,1.6740813255310059
0.4850338101387024,1.3631521463394165,0.3724726438522339,1.684093952178955
0.4876285791397095,1.3593676090240479,0.3832313120365143,1.6794599294662476
0.49569085240364075,1.3507275581359863,0.37173065543174744,1.6882883310317993
0.501760721206665,1.3296879529953003,0.37896493077278137,1.694940447807312
0.49898064136505127,1.3256075382232666,0.3763680160045624,1.6956021785736084
0.5024093985557556,1.3188821077346802,0.35967352986335754,1.728058099746704
0.49995365738868713,1.3248770236968994,0.36913374066352844,1.7407374382019043
0.508664608001709,1.3074228763580322,0.36764979362487793,1.7436012029647827
0.512417733669281,1.303490161895752,0.36542385816574097,1.75155770778656
0.5135761499404907,1.3011870384216309,0.3871266841888428,1.6891587972640991
0.5113056898117065,1.2944865226745605,0.38119086623191833,1.7567942142486572
0.5179779529571533,1.2877951860427856,0.3886106610298157,1.7112683057785034
0.5229358077049255,1.277609944343567,0.3930625021457672,1.691874384880066
0.5219627618789673,1.2749545574188232,0.37618252635002136,1.714739441871643
0.527661919593811,1.260986089706421,0.37043219804763794,1.7605820894241333
0.5236307978630066,1.2613767385482788,0.3750695586204529,1.804701805114746
0.5266889333724976,1.256683349609375,0.3958449363708496,1.6797443628311157
0.5335928201675415,1.2452220916748047,0.3967723846435547,1.6778062582015991
0.5313687324523926,1.245827555656433,0.39881283044815063,1.7158706188201904
0.5384116172790527,1.2367596626281738,0.39658689498901367,1.7546956539154053
0.5415160655975342,1.226894497871399,0.39213505387306213,1.712849497795105
0.5445278286933899,1.2143880128860474,0.39751437306404114,1.7765086889266968
0.5375776290893555,1.2220906019210815,0.39491745829582214,1.782917857170105
0.5448521971702576,1.2144936323165894,0.38007789850234985,1.856913447380066
0.549949049949646,1.2078415155410767,0.38990911841392517,1.778967022895813
0.5452691912651062,1.2132666110992432,0.38935261964797974,1.7508186101913452
0.5519877672195435,1.1978808641433716,0.3849007487297058,1.8277779817581177
0.5545361638069153,1.1960701942443848,0.3832313120365143,1.7774522304534912
0.5543045401573181,1.190363883972168,0.3795214295387268,1.838801383972168
0.5520340800285339,1.1889748573303223,0.3804489076137543,1.7894624471664429
0.5531924962997437,1.1852377653121948,0.38397330045700073,1.72919762134552
0.5573163032531738,1.1766911745071411,0.3804489076137543,1.8640691041946411
0.5581966638565063,1.175467610359192,0.3900946080684662,1.7506276369094849
0.5610230565071106,1.1769509315490723,0.3823038339614868,1.879438877105713
0.5637105107307434,1.1636204719543457,0.38267484307289124,1.7308622598648071
0.5672319531440735,1.1615138053894043,0.37321460247039795,1.8415271043777466
0.566119909286499,1.1579301357269287,0.3806343972682953,1.81952702999115
0.5634788274765015,1.164479374885559,0.3900946080684662,1.8170104026794434
0.5728384852409363,1.150296926498413,0.38953810930252075,1.848429799079895
